0.5 -264.217 -263.477 73.9557 1.00453
0.75 -259.765 -259.051 71.4139 0.970005
1.0 -215.179 -214.568 61.0848 0.829706
1.25 -159.601 -159.096 50.5361 0.686425
2.0 -60.4766 -60.1512 32.5386 0.441968
